THETAO,PR,CHL,SO
9.285864875,3.69E-05,3.62E-07,32.16557148
10.42014488,2.96E-05,3.28E-07,31.84135382
12.47474755,2.45E-05,2.42E-07,31.33722768
14.75549711,3.24E-05,1.66E-07,31.1775153
17.50799659,1.54E-05,1.25E-07,31.24164393
19.13903253,1.72E-05,1.14E-07,30.94615955
17.46321399,3.36E-05,1.42E-07,31.72513357
15.39718085,2.62E-05,1.88E-07,31.99400679
13.38308345,4.03E-05,0.000000186,32.1651557
11.09959148,4.86E-05,1.78E-07,32.37910287
9.652672052,4.97E-05,2.10E-07,32.80365399
8.535207036,4.12E-05,3.56E-07,32.65359582
7.955821429,2.70E-05,4.10E-07,32.46962384
8.988772778,3.18E-05,3.76E-07,32.44957501
11.59261897,0.000028318,2.39E-07,31.92208442
14.37938307,2.94E-05,1.63E-07,32.03018488
16.80973999,1.96E-05,1.32E-07,31.86604182
18.06165409,0.000014258,1.23E-07,31.72008677
17.6265276,2.19E-05,1.24E-07,31.6132099
15.90541692,3.35E-05,1.69E-07,32.18241587
13.82626905,3.56E-05,1.77E-07,32.3080753
12.04937637,5.86E-05,1.75E-07,32.76690536
10.49541367,5.78E-05,2.05E-07,32.95251265
9.540337547,4.71E-05,3.44E-07,32.8438691
9.582911956,4.09E-05,3.70E-07,32.65215135
10.42246441,3.70E-05,2.70E-07,32.52974579
12.32662407,1.97E-05,1.99E-07,31.95597798
15.24163155,2.23E-05,1.41E-07,31.66394736
17.5550216,2.51E-05,1.19E-07,31.8343977
18.48370185,2.04E-05,0.000000116,31.97053253
17.53916336,1.13E-05,1.27E-07,31.84429512
16.23016606,3.59E-05,1.47E-07,32.02783807
13.8753424,3.76E-05,1.80E-07,32.36118461
11.35521065,5.40E-05,1.48E-07,32.2229776
10.71395279,4.31E-05,2.05E-07,32.82755897
10.01627794,4.73E-05,3.26E-07,32.67740798
10.0476194,3.93E-05,3.45E-07,32.40622915
10.78960178,2.56E-05,2.83E-07,32.11178355
13.73074161,2.90E-05,1.85E-07,31.78023736
16.22751149,2.71E-05,1.38E-07,31.57352547
18.53844303,1.55E-05,1.15E-07,31.40630089
19.47565185,1.99E-05,1.11E-07,31.44487259
18.29240072,2.68E-05,1.24E-07,31.60303356
16.25106688,4.20E-05,1.58E-07,31.93296502
14.17916328,0.000040461,1.74E-07,31.86495158
11.79530066,0.000061591,1.69E-07,32.12666854
10.58249284,4.62E-05,2.11E-07,32.34769461
10.23878267,4.34E-05,2.99E-07,32.45348232
10.10272678,4.21E-05,3.52E-07,32.37052642
10.47761684,0.000035188,3.03E-07,31.80402179
13.16213132,1.97E-05,2.13E-07,31.43284488
16.1913534,2.38E-05,1.36E-07,31.14225414
18.5979384,2.59E-05,1.12E-07,31.21647238
19.24413659,1.63E-05,1.13E-07,31.31599018
18.35175654,3.45E-05,0.000000125,31.6084796
16.61532234,3.28E-05,1.56E-07,31.89834821
14.2259266,2.53E-05,1.85E-07,31.81982545
12.14729118,4.50E-05,1.72E-07,31.93211845
10.32678183,4.43E-05,2.05E-07,32.01118593
9.735199525,4.84E-05,3.35E-07,32.41254254
9.509035832,4.77E-05,3.59E-07,32.35460138
10.52858648,2.42E-05,3.15E-07,31.95811411
13.63562188,2.25E-05,1.72E-07,31.44419876
16.53630049,2.32E-05,1.35E-07,31.13326205
17.92504765,1.87E-05,1.18E-07,31.48937539
18.51713573,2.12E-05,1.21E-07,31.60523438
17.67079851,2.69E-05,1.30E-07,31.74854596
15.95969555,4.32E-05,0.000000159,31.9477307
14.01429884,5.08E-05,1.77E-07,32.12235418
11.8997542,6.27E-05,1.70E-07,32.16038329
10.1646077,0.000057508,2.13E-07,32.41605986
9.359950904,3.43E-05,3.21E-07,32.35927705
9.39497716,0.000037095,3.42E-07,32.16495552
10.41617387,0.000034335,3.05E-07,31.93728641
12.49987002,2.75E-05,2.22E-07,31.60973674
15.26569454,2.05E-05,1.60E-07,31.44045361
18.05475084,1.74E-05,1.21E-07,31.28189398
18.78690436,1.90E-05,1.13E-07,31.4464343
17.67234465,2.18E-05,0.00000013,31.60632113
15.86563178,3.78E-05,1.59E-07,31.9791361
13.66600156,5.42E-05,1.75E-07,32.06997975
11.2945111,4.78E-05,1.68E-07,32.26558253
9.839721272,3.37E-05,2.02E-07,32.20198446
8.942049479,3.19E-05,3.46E-07,32.04787957
8.992480147,3.00E-05,3.77E-07,32.02769764
9.554335167,2.49E-05,3.46E-07,31.62598662
12.98615555,1.70E-05,1.77E-07,31.37870406
15.80799935,3.23E-05,1.34E-07,31.32751174
18.50468342,2.25E-05,1.10E-07,31.22601448
18.8563901,2.27E-05,1.11E-07,31.4248882
18.10908315,0.000022137,1.20E-07,31.61191758
15.895834,3.48E-05,1.57E-07,31.91994547
13.69807035,5.89E-05,1.87E-07,32.25224267
12.04727103,5.03E-05,1.65E-07,31.85906705
10.30293623,3.74E-05,1.96E-07,31.71700545
9.329332467,3.71E-05,3.41E-07,31.87649413
9.49782518,3.99E-05,3.70E-07,31.95405384
10.34947237,2.03E-05,0.000000308,31.42680166
12.70370399,0.000015487,1.84E-07,31.09792935
16.59841967,3.33E-05,1.29E-07,30.84147658
17.54578971,2.97E-05,1.24E-07,31.10656375
19.09621301,1.93E-05,0.000000115,31.03386439
17.84354578,2.37E-05,1.33E-07,31.25790228
16.13926837,3.07E-05,0.000000151,31.35503817
13.9162513,4.78E-05,1.83E-07,31.81502849
11.76803779,6.55E-05,1.61E-07,31.82960573
10.46406056,5.91E-05,2.01E-07,32.03343396
9.621836399,2.95E-05,0.000000332,31.92173445
8.888775202,3.35E-05,4.18E-07,31.62588453
10.53833345,1.73E-05,2.84E-07,31.3419676
12.77302531,1.59E-05,1.93E-07,31.36433
15.84035307,1.30E-05,1.44E-07,31.10009355
18.7556685,9.44E-06,1.10E-07,31.21293389
19.3510747,1.51E-05,1.12E-07,31.42202446
18.27380278,2.56E-05,1.28E-07,31.60977324
16.65362836,3.78E-05,1.57E-07,31.83320459
14.51241749,5.08E-05,1.66E-07,31.89375045
12.28146204,5.10E-05,1.67E-07,31.99993845
10.57118051,4.85E-05,2.14E-07,31.88264841
9.561131041,5.70E-05,3.41E-07,31.9557284
9.220141,3.93E-05,3.60E-07,31.82330858
10.03382602,1.70E-05,0.000000275,31.30465032
12.19790462,2.12E-05,0.000000187,31.28142339
15.45326611,2.26E-05,0.000000133,31.11211356
18.03203228,2.12E-05,1.22E-07,30.9951808
19.71982345,0.000015168,1.01E-07,30.87849565
18.43531413,1.54E-05,1.16E-07,30.99799387
16.82764245,3.52E-05,1.41E-07,31.25122779
14.07541707,5.74E-05,1.86E-07,31.59241663
12.10187825,4.54E-05,1.71E-07,31.69883602
10.2846408,4.08E-05,2.04E-07,31.57293716
9.130111785,3.31E-05,3.88E-07,31.50950941
9.133559146,3.38E-05,3.81E-07,31.50979042
10.67257028,2.02E-05,2.76E-07,31.22664467
13.13292746,1.52E-05,2.05E-07,31.0495605
15.45228265,1.96E-05,1.46E-07,31.26165645
17.38027781,1.19E-05,1.35E-07,31.25892883
18.7023464,1.87E-05,1.15E-07,31.31057263
17.51552618,2.84E-05,1.42E-07,31.6365326
15.99603715,3.86E-05,1.63E-07,31.64015695
14.02664926,0.000057692,1.73E-07,31.71448913
11.95171627,6.41E-05,1.69E-07,31.80312115
10.53162668,5.00E-05,2.19E-07,31.79764959
9.495092209,4.49E-05,3.51E-07,31.7596585
9.263050254,2.93E-05,3.58E-07,31.58886054
9.958693667,2.30E-05,2.71E-07,31.2885917
12.93556861,1.53E-05,1.64E-07,31.01502382
16.03910655,2.70E-05,1.35E-07,30.87683828
17.56196239,0.000023925,1.26E-07,31.21375338
18.97021258,2.24E-05,1.15E-07,31.23675195
18.03703953,0.000039958,1.29E-07,31.47005208
16.00911196,4.01E-05,1.52E-07,31.60901693
13.4708539,5.11E-05,1.78E-07,31.68720105
11.40204777,4.97E-05,1.74E-07,31.7921751
10.14716216,5.69E-05,2.07E-07,31.91674414
9.349982676,5.46E-05,3.42E-07,31.74589438
9.213273873,4.27E-05,3.43E-07,31.65594245
10.37950346,2.89E-05,2.67E-07,31.22362753
13.49281659,2.39E-05,1.65E-07,30.57676287
16.18687973,1.83E-05,1.32E-07,30.67535027
18.38653155,1.47E-05,1.14E-07,30.63920315
19.85754195,2.27E-05,1.04E-07,30.64992773
18.43539298,2.65E-05,1.21E-07,31.03184233
16.06035024,4.03E-05,1.55E-07,31.27240283
13.88454571,6.40E-05,1.79E-07,31.42268998
11.95458942,5.06E-05,1.69E-07,31.43702799
10.48771384,5.32E-05,2.10E-07,31.64478033
9.853411649,5.14E-05,3.11E-07,31.72049002
9.614153638,3.20E-05,3.40E-07,31.41054917
10.54989047,3.17E-05,2.99E-07,31.32504928
13.05241369,2.34E-05,1.82E-07,30.85939728
15.93298212,2.21E-05,1.41E-07,30.63482198
18.37049769,0.000014162,1.16E-07,30.49751892
20.03978548,1.52E-05,1.04E-07,30.39289325
18.31518132,2.85E-05,1.30E-07,31.07595629
16.61290331,4.57E-05,1.52E-07,31.31256094
14.66988704,5.53E-05,1.68E-07,31.61935237
12.18875438,4.72E-05,1.79E-07,31.53337593
10.81530292,4.56E-05,2.05E-07,31.86452861
10.13520539,5.37E-05,3.16E-07,31.91018572
9.73438753,4.24E-05,3.66E-07,31.66532092
10.70212894,2.80E-05,2.78E-07,31.53039099
13.07028752,0.000024148,1.86E-07,31.03711333
16.06002064,2.69E-05,1.42E-07,30.87747268
17.91329054,1.83E-05,1.24E-07,30.98584348
18.62198129,1.77E-05,1.17E-07,31.1002387
17.99402592,0.000027133,1.27E-07,31.01620168
15.9084464,3.66E-05,1.59E-07,31.37787345
13.74850752,5.97E-05,1.88E-07,31.5326019
11.8312367,6.73E-05,1.72E-07,31.79152284
10.4212561,5.38E-05,2.11E-07,31.96032958
9.64192655,0.000050788,3.31E-07,31.89490724
9.601296109,0.000041006,3.62E-07,31.81247755
10.39844715,3.36E-05,2.97E-07,31.67993318
12.59964132,2.80E-05,2.28E-07,31.00638617
15.38194612,0.000025321,0.000000148,30.77361178
18.69659507,9.17E-06,1.12E-07,30.78334367
18.67617997,2.29E-05,0.000000117,31.09320474
18.44252008,1.63E-05,1.20E-07,31.15331695
16.73851605,3.48E-05,1.56E-07,31.45081601
14.12662703,5.15E-05,0.00000019,31.77375278
12.24511822,6.12E-05,0.00000016,32.06390555
10.53823383,5.52E-05,2.04E-07,31.99834692
9.865514517,6.12E-05,3.21E-07,31.96567639
9.3159034,0.000038125,3.71E-07,31.50357101
10.3701774,2.09E-05,2.90E-07,31.3898132
12.89119966,1.20E-05,1.81E-07,30.89981392
16.37125916,0.000014949,1.25E-07,30.83205307
18.06344836,0.00001573,1.15E-07,30.97302515
19.09986047,1.17E-05,1.13E-07,31.03214821
18.63824527,2.01E-05,1.15E-07,31.01455645
16.28223743,3.46E-05,1.56E-07,31.65921981
14.13013138,5.33E-05,1.79E-07,31.87269843
11.95916814,5.81E-05,1.66E-07,31.93111177
10.58869064,5.60E-05,2.11E-07,31.96102271
9.805391974,4.54E-05,3.00E-07,31.86685256
9.550782228,4.66E-05,3.41E-07,31.83766415
10.65313387,2.21E-05,2.93E-07,31.46738474
13.29295163,1.22E-05,2.18E-07,31.12064954
15.62776086,1.20E-05,1.68E-07,30.93600132
19.10188989,1.53E-05,1.16E-07,30.64069038
19.53680037,1.31E-05,1.11E-07,30.96299827
19.32650588,1.39E-05,1.13E-07,31.19518015
16.78882755,3.40E-05,1.50E-07,31.53866083
13.88011268,5.19E-05,1.80E-07,32.00834159
11.91524191,5.67E-05,1.64E-07,32.05366232
10.55945612,5.79E-05,0.000000203,31.98146246
9.650278961,3.75E-05,3.07E-07,31.84203792
9.757323403,0.000051096,3.31E-07,31.79908141
10.82301355,2.53E-05,0.000000283,31.39096504
12.93560775,2.53E-05,2.01E-07,30.89100101
15.79197333,2.01E-05,1.34E-07,30.88557539
18.65038203,1.30E-05,0.000000115,30.82025161
19.72843881,1.46E-05,1.08E-07,31.05556926
18.8537233,2.62E-05,1.19E-07,31.33402178
16.94191948,3.54E-05,1.58E-07,31.74704362
14.82288886,6.11E-05,1.75E-07,31.91548275
12.53606252,5.73E-05,1.65E-07,31.84601499
11.27036379,0.000043907,2.08E-07,31.87766505
10.45713832,3.11E-05,0.00000033,31.65499533
9.969066862,3.62E-05,3.37E-07,31.38850632
11.17160841,2.69E-05,2.69E-07,31.22664076
13.76028448,2.92E-05,1.69E-07,30.88374078
16.29807314,2.99E-05,0.000000135,30.63679408
18.83591983,2.01E-05,1.16E-07,30.68589244
20.62787752,2.25E-05,0.000000108,30.54352147
19.09667188,3.35E-05,0.000000122,30.96289504
16.55743421,3.25E-05,1.55E-07,31.26790711
14.76831658,6.49E-05,1.75E-07,31.47061082
12.6287543,3.64E-05,1.74E-07,31.30396247
11.10410545,4.63E-05,2.19E-07,31.64147161
10.58137303,5.22E-05,3.35E-07,31.74826341
10.63984998,2.77E-05,3.12E-07,31.48765315
11.31478636,3.39E-05,2.70E-07,31.47613167
14.38311875,1.97E-05,1.72E-07,30.71347807
16.77563857,2.49E-05,1.25E-07,30.7773883
19.11186795,1.76E-05,1.08E-07,30.86791707
20.06369469,1.33E-05,1.09E-07,30.91299796
19.22370324,3.62E-05,1.21E-07,31.06474155
16.55385899,2.93E-05,1.49E-07,31.13127392
14.50241565,6.03E-05,1.72E-07,31.89501515
12.88073968,4.98E-05,1.63E-07,32.01656192
11.57906382,5.78E-05,1.99E-07,32.20711495
10.69686362,3.78E-05,2.87E-07,32.09149725
10.43996038,0.000038125,3.31E-07,31.97144225
11.25631208,2.69E-05,2.98E-07,31.785468
13.57598731,1.80E-05,2.30E-07,31.38180349
15.52108326,2.76E-05,1.60E-07,31.5670565
18.12439517,1.94E-05,1.32E-07,31.67872096
19.07710426,2.50E-05,1.25E-07,31.69683867
18.18701253,3.74E-05,1.43E-07,31.95924225
16.16677687,3.53E-05,1.80E-07,32.2525369
14.64234338,5.67E-05,1.83E-07,32.27882415
12.38078618,5.26E-05,1.69E-07,32.29433994
11.18346554,4.42E-05,2.06E-07,32.23146151
10.20682635,4.66E-05,3.31E-07,32.14705332
10.18636106,3.58E-05,3.26E-07,32.08692602
10.96470076,0.000027276,2.95E-07,31.88497153
13.02144486,3.44E-05,2.05E-07,31.58501503
16.4947583,2.19E-05,1.32E-07,31.01637413
19.81639374,1.64E-05,1.06E-07,31.03537283
20.13723842,1.51E-05,1.05E-07,31.24894247
19.09008009,3.38E-05,1.19E-07,31.47366315
17.23064882,4.67E-05,1.49E-07,31.87215647
14.78442763,6.26E-05,1.74E-07,31.90853464
12.60691501,0.000057608,0.000000173,31.98886398
10.90262865,6.20E-05,2.04E-07,31.77874338
9.973701985,0.000048378,3.55E-07,31.90782038
10.06652938,3.50E-05,0.000000327,31.64524072
10.75708359,2.65E-05,2.73E-07,31.62029589
13.96849442,2.78E-05,1.69E-07,30.89437777
16.68243937,0.000022496,1.28E-07,30.76878352
18.29398059,1.61E-05,1.14E-07,30.90939766
19.24124226,2.66E-05,1.13E-07,31.1209852
18.67010607,0.000017117,1.26E-07,31.27216509
17.43344935,3.88E-05,0.000000147,31.45804192
15.03207036,6.05E-05,1.75E-07,31.82320473
12.74907373,4.79E-05,1.61E-07,31.77007513
11.52897946,0.0000635,1.99E-07,31.9832453
10.50158177,5.54E-05,3.27E-07,32.04413934
10.34555194,2.52E-05,3.47E-07,31.79125368
10.99697299,3.18E-05,2.93E-07,31.48590464
13.1426211,0.000030785,2.08E-07,31.33886453
16.70212404,1.88E-05,1.31E-07,31.03083988
19.29751081,1.72E-05,1.08E-07,31.02873345
20.35409933,0.000014546,1.07E-07,31.05982495
19.30508429,0.000023656,1.19E-07,31.41352848
17.37685842,3.81E-05,1.52E-07,31.82454908
14.94525483,5.24E-05,1.79E-07,32.07226723
12.75056648,4.80E-05,1.63E-07,32.07036318
11.41524218,5.21E-05,2.06E-07,32.35836276
10.58307351,4.47E-05,3.24E-07,31.94987485
10.31495097,3.80E-05,3.39E-07,31.64789951
11.31158812,2.39E-05,2.70E-07,31.18361846
14.25209266,2.23E-05,1.59E-07,30.96008976
16.48307215,2.41E-05,1.36E-07,31.21109771
19.01391483,1.69E-05,1.11E-07,31.21127728
20.67002429,1.60E-05,1.05E-07,30.85886966
19.57617535,2.19E-05,1.15E-07,31.10661092
17.30753238,3.86E-05,1.37E-07,31.28891762
15.13777415,5.25E-05,1.70E-07,31.73930887
13.05958944,6.72E-05,1.68E-07,32.16635788
11.25321301,0.000045203,0.000000222,32.02144246
10.37885791,4.54E-05,3.38E-07,32.06468095
10.10299354,3.97E-05,0.000000316,31.71854896
10.8893446,0.000031939,2.64E-07,31.71529806
13.10918954,2.19E-05,1.85E-07,31.17013765
16.60590937,2.26E-05,1.29E-07,30.64650833
18.85958976,1.24E-05,1.11E-07,30.75758142
19.94620095,2.49E-05,1.05E-07,31.09928535
19.1892301,2.41E-05,1.19E-07,31.30215257
17.20064855,4.19E-05,1.46E-07,31.65090585
14.86498629,6.65E-05,1.68E-07,31.78864015
12.47770919,6.01E-05,1.66E-07,31.92114719
10.83516033,5.37E-05,2.10E-07,31.97088709
10.00662459,5.52E-05,3.31E-07,31.95815246
9.930541635,2.52E-05,3.23E-07,31.56676588
11.0610064,2.25E-05,2.48E-07,31.01235381
13.1698418,3.01E-05,1.77E-07,30.99402688
15.9175533,2.07E-05,1.36E-07,30.78056434
18.70602118,2.12E-05,1.13E-07,30.88031481
19.75361118,1.81E-05,1.13E-07,30.96106547
19.26466811,0.000020968,1.19E-07,30.95946695
17.36663618,0.00002643,1.40E-07,31.20792385
15.32230358,6.68E-05,1.67E-07,31.42845183
12.80645922,5.66E-05,1.69E-07,31.74105002
